number	hits	start	end	length	score	scaff	strand	taxon_name	taxon_id
791	WP_000067620.1,WP_000192959.1	188701	192566	3870	1222	NZ_NJQK01000004.1		GCF_010994565.1	2026186
792	WP_163072450.1,WP_061131565.1	82365	86230	3870	1222	NZ_NJQD01000007.1		GCF_010628765.1	2026186
793	WP_000067650.1,WP_000192978.1	985746	989611	3870	1222	NZ_NJQG01000009.1		GCF_010628775.1	2026187
794	WP_152155157.1,WP_152155158.1	441551	445416	3870	1222	NZ_WEIH01000002.1		GCF_009183765.1	2653217
795	WP_000192960.1,WP_000067616.1	1699	5564	3870	1222	NZ_WEIG01000069.1		GCF_009183785.1	2653216
796	WP_000192959.1,WP_000067616.1	1283689	1287554	3870	1222	NZ_CP064079.1		GCF_015334865.1	2026186
797	WP_000067632.1,WP_000192965.1	290114	293979	3870	1222	NZ_JACTNQ010000118.1		GCF_014466795.1	1392
798	WP_000067632.1,WP_000192965.1	443242	447107	3870	1222	NZ_JACTNR010000028.1		GCF_014466805.1	1392
799	WP_095842669.1,WP_061185267.1	374030	377895	3870	1222	NZ_NJQS01000012.1		GCF_010994585.1	2026186
800	WP_000067623.1,WP_000192974.1	171691	175556	3870	1222	NZ_NJQO01000002.1		GCF_010994595.1	2026186
801	WP_000067616.1,WP_000192959.1	6479	10344	3870	1222	NZ_NJQT01000032.1		GCF_010994625.1	2026186
802	WP_000193004.1,WP_164690582.1	637920	641785	3870	1222	NZ_CP049019.1		GCF_011040455.1	2026188
803	WP_000067616.1,WP_000192959.1	234922	238787	3870	1222	NZ_ML762350.1		GCF_009498675.1	2026186
804	WP_000067616.1,WP_000192959.1	4338354	4342219	3870	1222	NZ_CP045777.1		GCF_009648955.1	2026186
805	WP_166704222.1,WP_166704223.1	141551	145416	3870	1222	NZ_JAAAWQ010000012.1		GCF_011751575.1	2026189
806	WP_166688938.1,WP_166688939.1	146543	150408	3870	1222	NZ_JAAAWS010000011.1		GCF_011751595.1	2026189
807	WP_169509359.1,WP_095842669.1	170669	174534	3870	1222	NZ_JABDHZ010000010.1		GCF_012972725.1	2026186
808	WP_000067632.1,WP_000192965.1	1457567	1461432	3870	1222	NZ_CP054800.1		GCF_013349185.1	1392
809	WP_000192965.1,WP_000067632.1	3897528	3901393	3870	1222	NZ_CP054816.1		GCF_013349245.1	1392
810	WP_000192960.1,WP_000067616.1	279820	283685	3870	1222	NZ_WQMW01000001.1		GCF_013357905.1	2026186
811	WP_196472759.1,WP_196472760.1	540969	544834	3870	1222	NZ_VWVP01000032.1		GCF_015712725.1	2608688
812	WP_127813816.1,WP_199795069.1	119144	123009	3870	1222	NZ_LDFT01000106.1		GCF_015844565.1	1428
813	WP_029437891.1,WP_197244877.1	107349	111214	3870	1222	NZ_LDGF01000109.1		GCF_015844725.1	2026188
814	WP_029437891.1,WP_197244877.1	107349	111214	3870	1222	NZ_LDGG01000107.1		GCF_015844815.1	2026188
815	WP_000105763.1,WP_000193004.1	5011553	5015418	3870	1222	NZ_CP053955.1		GCF_013331815.1	2026188
816	WP_000192967.1,WP_000067633.1	3676321	3680186	3870	1222	NZ_CP054568.1		GCF_013343075.1	1428
817	WP_197244877.1,WP_029437891.1	150263	154128	3870	1222	NZ_LDHJ01000113.1		GCF_015845405.1	2026188
818	WP_138322300.1,WP_138322299.1	128238	132103	3870	1222	NZ_LDHO01000043.1		GCF_015845495.1	2026186
819	WP_029437892.1,WP_029437891.1	173729	177594	3870	1222	NZ_LDKE01000068.1		GCF_015846035.1	2026188
820	WP_000192960.1,WP_000067616.1	29378	33243	3870	1222	NZ_JACYOG010000010.1		GCF_014932875.1	2026186
821	WP_000192959.1,WP_000067616.1	293128	296993	3870	1222	NZ_VOUZ01000003.1		GCF_015071075.1	2026186
822	WP_000067623.1,WP_000192974.1	16455	20320	3870	1222	NZ_VOVD01000010.1		GCF_015071125.1	2026186
823	WP_000192974.1,WP_000067623.1	358175	362040	3870	1222	NZ_VOVF01000001.1		GCF_015071165.1	2026186
824	WP_000192960.1,WP_193655276.1	64117	67982	3870	1222	NZ_VOVE01000023.1		GCF_015071175.1	2026186
825	WP_000067623.1,WP_000192974.1	431590	435455	3870	1222	NZ_VOVG01000002.1		GCF_015071205.1	2026186
826	WP_154132100.1,WP_064476769.1	10328	14193	3870	1222	NZ_WJYJ01000081.1		GCF_009668165.1	2666190
827	WP_000192965.1,WP_000067631.1	83111	86976	3870	1222	NZ_RXZJ01000018.1		GCF_009669005.1	1392
828	WP_000192965.1,WP_000067632.1	69465	73330	3870	1222	NZ_SDEF01000018.1		GCF_009669025.1	1392
829	WP_000192965.1,WP_000067632.1	1584	5449	3870	1222	NZ_RXZM01000138.1		GCF_009669045.1	1392
830	WP_000192965.1,WP_000067632.1	2658	6523	3870	1222	NZ_RXZK01000230.1		GCF_009669055.1	1392
831	WP_000192965.1,WP_000067632.1	1602	5467	3870	1222	NZ_RXZL01000198.1		GCF_009669065.1	1392
832	WP_000192965.1,WP_000067632.1	16243	20108	3870	1222	NZ_RXZN01000088.1		GCF_009669105.1	1392
833	WP_000192965.1,WP_000067632.1	35720	39585	3870	1222	NZ_RXZQ01000020.1		GCF_009669125.1	1392
834	WP_000192965.1,WP_000067632.1	16243	20108	3870	1222	NZ_RXZO01000052.1		GCF_009669135.1	1392
835	WP_000192965.1,WP_000067632.1	9209	13074	3870	1222	NZ_RXZP01000199.1		GCF_009669145.1	1392
836	WP_087984771.1,WP_088062531.1	107384	111249	3870	1222	NZ_WIPE01000052.1		GCF_009760835.1	2662453
837	WP_000192959.1,WP_000067616.1	550294	554159	3870	1222	NZ_CP047085.1		GCF_009799965.1	2026186
838	WP_000192965.1,WP_000067632.1	369328	373193	3870	1222	NZ_CP047097.1		GCF_009806595.1	1392
839	WP_000067632.1,WP_000192965.1	1168892	1172757	3870	1222	NZ_CP047098.1		GCF_009806615.1	1392
840	WP_000192965.1,WP_000067632.1	1596749	1600614	3870	1222	NZ_CP047099.1		GCF_009806635.1	1392
841	WP_000192965.1,WP_000067632.1	4205342	4209207	3870	1222	NZ_CP047104.1		GCF_009806655.1	1392
842	WP_000067632.1,WP_000192965.1	536675	540540	3870	1222	NZ_CP047107.1		GCF_009806675.1	1392
843	WP_000067632.1,WP_000192965.1	1649926	1653791	3870	1222	NZ_CP047111.1		GCF_009806695.1	1392
844	WP_000067632.1,WP_000192965.1	460085	463950	3870	1222	NZ_VTZL01000003.1		GCF_009831485.1	1392
845	WP_000192965.1,WP_000067632.1	246255	250120	3870	1222	NZ_VTZI01000006.1		GCF_009831545.1	1392
846	WP_000192965.1,WP_000067632.1	473133	476998	3870	1222	NZ_VTZH01000003.1		GCF_009831565.1	1392
847	WP_000067616.1,WP_000192959.1	297032	300897	3870	1222	NZ_JABGBK010000002.1		GCF_013133865.1	2026186
848	WP_001995236.1,WP_000192967.1	4349857	4353722	3870	1222	NZ_CP053965.1		GCF_013267235.1	1396
849	WP_000192965.1,WP_000067632.1	1219245	1223110	3870	1222	NZ_CP060194.1		GCF_014249775.1	1392
850	WP_001978361.1,WP_001978363.1	5107480	5111345	3870	1222	NZ_CP065739.1		GCF_016026855.1	2026188
851	WP_001978361.1,WP_001978363.1	2146480	2150345	3870	1222	NZ_CP065743.1		GCF_016027575.1	2026188
852	WP_000067626.1,WP_000192976.1	102222	106087	3870	1222	NZ_LPZU01000058.1		GCF_016068345.1	2026186
853	WP_088048343.1,WP_088048344.1	88436	92301	3870	1222	NZ_LPZV01000093.1		GCF_016068395.1	1890302
854	WP_000067616.1,WP_163073013.1	569508	573373	3870	1222	NZ_CP048687.1		GCF_010669045.1	2026186
855	WP_163247532.1,WP_000105762.1	354750	358615	3870	1222	NZ_NJQA01000010.1		GCF_010994445.1	2026188
856	WP_000067616.1,WP_000192959.1	234852	238717	3870	1222	NZ_NJQB01000022.1		GCF_010994475.1	2026186
857	WP_000192959.1,WP_000067616.1	102035	105900	3870	1222	NZ_NJQC01000017.1		GCF_010994505.1	2026186
858	WP_163254066.1,WP_163254067.1	173666	177531	3870	1222	NZ_NJQH01000006.1		GCF_010994525.1	2026188
859	WP_000192959.1,WP_000067616.1	75341	79206	3870	1222	NZ_NJQJ01000033.1		GCF_010994535.1	2026186
860	WP_000067632.1,WP_000192965.1	15488	19353	3870	1222	NZ_JACXSM010000155.1		GCF_014712215.1	1392
861	WP_000067632.1,WP_000192965.1	225100	228965	3870	1222	NZ_JACXSN010000035.1		GCF_014712235.1	1392
862	WP_197229274.1,WP_197229275.1	11159	15024	3870	1222	NZ_LDGX01000005.1		GCF_015845075.1	1890302
863	WP_098521092.1,WP_098521091.1	110632	114497	3870	1222	NZ_JADNYT010000009.1		GCF_015620945.1	2026189
864	WP_000192965.1,WP_000067632.1	35718	39583	3870	1222	NZ_JABUNV010000011.1		GCF_016484445.1	1392
865	WP_000067631.1,WP_000192965.1	111100	114965	3870	1222	NZ_JABUNW010000005.1		GCF_016484455.1	1392
866	WP_029437891.1,WP_197244877.1	107349	111214	3870	1222	NZ_LDOO01000115.1		GCF_016491655.1	1405
867	WP_000067627.1,WP_000192967.1	4242118	4245983	3870	1222	NZ_JAEFBZ010000001.1		GCF_016580425.1	1396
868	WP_000067632.1,WP_000192965.1	923238	927103	3870	1222	NZ_WUCZ01000012.1		GCF_009872635.1	1392
869	WP_000192965.1,WP_000067632.1	25097	28962	3870	1222	NZ_WXXH01000176.1		GCF_009872675.1	1392
870	WP_000067632.1,WP_000192965.1	17063	20928	3870	1222	NZ_WXXE01000200.1		GCF_009872685.1	1392
871	WP_000067632.1,WP_000192965.1	13058	16923	3870	1222	NZ_WUDA01000081.1		GCF_009872715.1	1392
872	WP_000192965.1,WP_000067632.1	2816367	2820232	3870	1222	NZ_WXWZ01000036.1		GCF_009872725.1	1392
873	WP_000192965.1,WP_000067632.1	9855	13720	3870	1222	NZ_WXXD01000086.1		GCF_009872735.1	1392
874	WP_000192965.1,WP_000067632.1	431312	435177	3870	1222	NZ_WXXB01000026.1		GCF_009872775.1	1392
875	WP_000192965.1,WP_000067632.1	1475304	1479169	3870	1222	NZ_WXXI01000021.1		GCF_009872795.1	1392
876	WP_000192965.1,WP_000067632.1	1606846	1610711	3870	1222	NZ_WUDB01000074.1		GCF_009872805.1	1392
877	WP_000192965.1,WP_000067632.1	1161382	1165247	3870	1222	NZ_WXXC01000014.1		GCF_009872815.1	1392
878	WP_000192965.1,WP_000067632.1	63512	67377	3870	1222	NZ_WXXJ01000020.1		GCF_009872855.1	1392
879	WP_000192965.1,WP_000067632.1	25099	28964	3870	1222	NZ_WXXF01000162.1		GCF_009872875.1	1392
880	WP_000067632.1,WP_000192965.1	2317111	2320976	3870	1222	NZ_WUCY01000026.1		GCF_009872895.1	1392
881	WP_000067632.1,WP_000192965.1	365074	368939	3870	1222	NZ_WUCX01000072.1		GCF_009872905.1	1392
882	WP_000192965.1,WP_000067632.1	8927	12792	3870	1222	NZ_WXXG01000117.1		GCF_009872925.1	1392
883	WP_000067650.1,WP_000192978.1	1361665	1365530	3870	1222	NZ_JADAMF010000001.1		GCF_014876635.1	2026187
884	WP_000192978.1,WP_000067650.1	88001	91866	3870	1222	NZ_JADAMG010000001.1		GCF_014876645.1	2026187
885	WP_000067650.1,WP_000192978.1	1361764	1365629	3870	1222	NZ_JADAME010000001.1		GCF_014876665.1	2026187
886	WP_000067650.1,WP_000192978.1	995545	999410	3870	1222	NZ_JADAMH010000008.1		GCF_014876695.1	2026187
887	WP_000067650.1,WP_000192978.1	12381	16246	3870	1222	NZ_JADAMI010000009.1		GCF_014876735.1	2026187
888	WP_071758952.1,WP_048526752.1	479890	483755	3870	1222	NZ_JABGBR020000001.1		GCF_014926245.2	2026189
889	WP_202283380.1,WP_202283381.1	5619	9484	3870	1222	NZ_JADNQI010000014.1		GCF_016757815.1	1396
890	WP_202283380.1,WP_202283381.1	149789	153654	3870	1222	NZ_JADNQH010000012.1		GCF_016757835.1	1396
891	WP_223698196.1,WP_223698198.1	189530	193395	3870	1222	NZ_JAIQCN010000131.1		GCF_020035475.1	1890302
892	WP_000192965.1,WP_000067632.1	471859	475724	3870	1222	NZ_JAGJDF010000002.1		GCF_017813875.1	1392
893	WP_000192965.1,WP_000067632.1	246901	250766	3870	1222	NZ_JAGJCW010000001.1		GCF_017813895.1	1392
894	WP_000067632.1,WP_000192965.1	4603	8468	3870	1222	NZ_JAGJDI010000004.1		GCF_017813915.1	1392
895	WP_000192965.1,WP_000067632.1	85070	88935	3870	1222	NZ_JAGJCX010000016.1		GCF_017813925.1	1392
896	WP_000067632.1,WP_000192965.1	216179	220044	3870	1222	NZ_JAGJCV010000004.1		GCF_017813945.1	1392
897	WP_000192965.1,WP_000067632.1	473017	476882	3870	1222	NZ_JAGJDQ010000002.1		GCF_017813975.1	1392
898	WP_000192965.1,WP_000067632.1	36019	39884	3870	1222	NZ_JAGJDP010000005.1		GCF_017813995.1	1392
899	WP_000067631.1,WP_000192965.1	460135	464000	3870	1222	NZ_JAGJDR010000003.1		GCF_017814005.1	1392
900	WP_000192965.1,WP_000067632.1	473172	477037	3870	1222	NZ_JAGJCT010000001.1		GCF_017814035.1	1392
901	WP_000067632.1,WP_000192965.1	4813	8678	3870	1222	NZ_JAGJCR010000017.1		GCF_017814055.1	1392
902	WP_000067632.1,WP_000192965.1	443637	447502	3870	1222	NZ_JAGJCU010000003.1		GCF_017814075.1	1392
903	WP_000192965.1,WP_000067632.1	472135	476000	3870	1222	NZ_JAGJCS010000003.1		GCF_017814095.1	1392
904	WP_000192965.1,WP_000067632.1	84526	88391	3870	1222	NZ_JAGJCJ010000011.1		GCF_017814105.1	1392
905	WP_000192965.1,WP_000067632.1	57829	61694	3870	1222	NZ_JAGJCK010000029.1		GCF_017814115.1	1392
906	WP_000192965.1,WP_000067632.1	84689	88554	3870	1222	NZ_JAGJCL010000003.1		GCF_017814155.1	1392
907	WP_000192965.1,WP_000067632.1	84879	88744	3870	1222	NZ_JAGJDK010000003.1		GCF_017814175.1	1392
908	WP_000192974.1,WP_000067622.1	1249581	1253446	3870	1222	NZ_CP065149.1		GCF_015693885.1	2026186
909	WP_202283381.1,WP_202283380.1	10057	13922	3870	1222	NZ_JADNQE010000011.1		GCF_016757895.1	1396
910	WP_000192965.1,WP_000067632.1	65651	69516	3870	1222	NZ_JAGJCN010000011.1		GCF_017814215.1	1392
911	WP_000067632.1,WP_000192965.1	380046	383911	3870	1222	NZ_JAGJDL010000002.1		GCF_017814225.1	1392
912	WP_000067632.1,WP_000192965.1	290256	294121	3870	1222	NZ_JAGJDN010000003.1		GCF_017814255.1	1392
913	WP_000067632.1,WP_000192965.1	442901	446766	3870	1222	NZ_JAGJDO010000003.1		GCF_017814285.1	1392
914	WP_000067632.1,WP_000192965.1	17216	21081	3870	1222	NZ_JAGJCO010000010.1		GCF_017814305.1	1392
915	WP_000192965.1,WP_000067632.1	472917	476782	3870	1222	NZ_JAGJDM010000002.1		GCF_017814325.1	1392
916	WP_000192965.1,WP_000067631.1	69282	73147	3870	1222	NZ_JAGJCP010000008.1		GCF_017814355.1	1392
917	WP_000067632.1,WP_000192965.1	87864	91729	3870	1222	NZ_JAGJCQ010000008.1		GCF_017814375.1	1392
918	WP_000192965.1,WP_000067632.1	84373	88238	3870	1222	NZ_JAGJCI010000016.1		GCF_017814385.1	1392
919	WP_000192965.1,WP_000067632.1	57920	61785	3870	1222	NZ_JAGJCH010000024.1		GCF_017814405.1	1392
920	WP_000192965.1,WP_000067632.1	83944	87809	3870	1222	NZ_JAGJDA010000016.1		GCF_017814475.1	1392
921	WP_000192965.1,WP_000067632.1	115302	119167	3870	1222	NZ_JAGJDE010000010.1		GCF_017814495.1	1392
922	WP_000067632.1,WP_000192965.1	460138	464003	3870	1222	NZ_JAGJCY010000001.1		GCF_017814515.1	1392
923	WP_000192965.1,WP_000067632.1	471858	475723	3870	1222	NZ_JAGJDC010000002.1		GCF_017814535.1	1392
924	WP_000192965.1,WP_000067632.1	38543	42408	3870	1222	NZ_JAGJDB010000033.1		GCF_017814555.1	1392
925	WP_000192965.1,WP_000067632.1	57846	61711	3870	1222	NZ_JAGJDD010000024.1		GCF_017814565.1	1392
926	WP_053602028.1,WP_053602024.1	134407	140874	3510	1222	NZ_JAFDST010000007.1		GCF_017832095.1	1840411
927	WP_210627098.1,WP_210627099.1	4771	8636	3870	1222	NZ_JAGKST010000084.1		GCF_017939725.1	2822693
928	WP_000067632.1,WP_000192965.1	359055	362920	3870	1222	NZ_JAGMVY010000002.1		GCF_017963425.1	1392
929	WP_000192965.1,WP_000067632.1	83929	87794	3870	1222	NZ_JAGMVZ010000010.1		GCF_017963435.1	1392
930	WP_000192965.1,WP_000067632.1	90850	94715	3870	1222	NZ_JAGMWA010000018.1		GCF_017963445.1	1392
931	WP_000067616.1,WP_163073013.1	569508	573373	3870	1222	NZ_CP069244.1		GCF_016834515.1	2026186
932	WP_000192967.1,WP_000067627.1	511509	515374	3870	1222	NZ_PHKO01000001.1		GCF_018221485.1	1396
933	WP_000067616.1,WP_000192959.1	234220	238085	3870	1222	NZ_PHQS01000002.1		GCF_018221755.1	2026186
934	WP_000067632.1,WP_000192965.1	373440	377305	3870	1222	NZ_JAGJCG010000002.1		GCF_018222265.1	1392
935	WP_212804927.1,WP_212804928.1	1220644	1224509	3870	1222	NZ_CP072766.1		GCF_018309125.1	1396
936	WP_212955146.1,WP_212955147.1	4760	8625	3870	1222	NZ_BOQB01000028.1		GCF_018332475.1	2817476
937	WP_227455411.1,WP_227455413.1	506467	510299	3837	1222	NZ_JAIQWD010000002.1		GCF_020662085.1	2875730
938	WP_000193004.1,WP_229137848.1	1216272	1220137	3870	1222	NZ_JAIUDN010000001.1		GCF_020667855.1	2026188
939	WP_062821891.1,WP_061183172.1	59699	63564	3870	1222	NZ_JAJESI010000016.1		GCF_020685115.1	2026187
940	WP_000067616.1,WP_000192959.1	77072	80937	3870	1222	NZ_JAJESO010000020.1		GCF_020685945.1	2026186
941	WP_000067623.1,WP_000192972.1	76668	80533	3870	1222	NZ_JAJESK010000001.1		GCF_020685955.1	2026186
942	WP_073530310.1,WP_061183172.1	59739	63604	3870	1222	NZ_JAJESM010000024.1		GCF_020686025.1	2026187
943	WP_061131564.1,WP_076874056.1	82468	86333	3870	1222	NZ_JAJESQ010000013.1		GCF_020686065.1	2026186
944	WP_229130692.1,WP_000192978.1	4649	8514	3870	1222	NZ_JAJESG010000049.1		GCF_020686145.1	2026187
945	WP_061183172.1,WP_062821891.1	110850	114715	3870	1222	NZ_JAJERL010000002.1		GCF_020686155.1	2026187
946	WP_229136479.1,WP_061185267.1	196662	200527	3870	1222	NZ_JAJERS010000003.1		GCF_020686185.1	2026186
947	WP_087984772.1,WP_087984771.1	178121	181986	3870	1222	NZ_JAJERI010000006.1		GCF_020686195.1	1890302
948	WP_095842669.1,WP_061185267.1	202885	206750	3870	1222	NZ_JAJERW010000002.1		GCF_020686245.1	2026186
949	WP_000067616.1,WP_000192959.1	109783	113648	3870	1222	NZ_JAJERU010000010.1		GCF_020686265.1	2026186
950	WP_073517496.1,WP_073517497.1	4538	8403	3870	1222	NZ_JAJESE010000101.1		GCF_020686325.1	2026190
951	WP_000192965.1,WP_000067632.1	471371	475236	3870	1222	NZ_JAINUB010000139.1		GCF_021014295.1	1392
952	WP_076856137.1,WP_061185267.1	2172691	2176556	3870	1222	NZ_JAFLOL010000001.1		GCF_021014465.1	2026186
953	WP_232195102.1,WP_000192959.1	234970	238835	3870	1222	NZ_JAJQKX010000001.1		GCF_021213735.1	2902635
954	WP_109630892.1,WP_109630888.1	3856773	3860638	3870	1222	NZ_CP089743.1		GCF_021249305.1	2026186
955	WP_236793331.1,WP_236793333.1	1250538	1254403	3870	1222	NZ_AP022927.1		GCF_021655055.1	1396
956	WP_000192967.1,WP_000067627.1	1245978	1249843	3870	1222	NZ_AP022934.1		GCF_021655135.1	1396
957	WP_000192967.1,WP_000067627.1	1302826	1306691	3870	1222	NZ_AP022964.1		GCF_021655215.1	1396
958	WP_000192967.1,WP_202321739.1	1304986	1308851	3870	1222	NZ_AP022986.1		GCF_021655315.1	1396
959	WP_061131564.1,WP_214328695.1	1150024	1153889	3870	1222	NZ_CP075520.1		GCF_018513785.1	2026186
960	WP_087984771.1,WP_088062531.1	1203465	1207330	3870	1222	NZ_CP036070.1		GCF_018741285.1	1890302
961	WP_097994393.1,WP_097994392.1	1268997	1272862	3870	1222	NZ_CP036073.1		GCF_018741405.1	1890302
962	WP_229155051.1,WP_229155053.1	11229	15094	3870	1222	NZ_JAJERP010000007.1		GCF_020686365.1	2026186
963	WP_227571839.1,WP_103626632.1	162253	166118	3870	1222	NZ_JAJERJ010000006.1		GCF_020686505.1	2026188
964	WP_229135597.1,WP_229135598.1	88567	92432	3870	1222	NZ_JAJERQ010000013.1		GCF_020686565.1	2026187
965	WP_000067616.1,WP_000192960.1	53234	57099	3870	1222	NZ_JAJERX010000021.1		GCF_020686575.1	2026186
966	WP_016716913.1,WP_016716914.1	173728	177593	3870	1222	NZ_JAJERY010000005.1		GCF_020686605.1	2026187
967	WP_000192960.1,WP_000067616.1	198287	202152	3870	1222	NZ_JAJESA010000002.1		GCF_020686625.1	2026186
968	WP_000192974.1,WP_000067622.1	38839	42704	3870	1222	NZ_JAJERZ010000031.1		GCF_020686645.1	2026186
969	WP_061535901.1,WP_061535902.1	662924	666789	3870	1222	NZ_JAJESB010000001.1		GCF_020686665.1	2026186
970	WP_000067616.1,WP_000192959.1	4748	8613	3870	1222	NZ_JAJESH010000109.1		GCF_020686705.1	2026186
971	WP_212955146.1,WP_212955147.1	12366	16231	3870	1222	NZ_BPLG01000043.1		GCF_019656135.1	2842484
972	WP_212955146.1,WP_212955147.1	18905	22770	3870	1222	NZ_BPLJ01000050.1		GCF_019656195.1	2842487
973	WP_000192965.1,WP_000067632.1	1218994	1222859	3870	1222	NZ_CP081175.1		GCF_019693235.1	1392
974	WP_000192965.1,WP_000067632.1	57837	61702	3870	1222	NZ_JAGJCM010000005.1		GCF_017814195.1	1392
975	WP_166688938.1,WP_166688939.1	146940	150805	3870	1222	NZ_JAHLND010000010.1		GCF_018916635.1	2026189
976	WP_061131565.1,WP_220778874.1	127166	131031	3870	1222	NZ_BPLB01000003.1		GCF_019656115.1	2026186
977	WP_202283381.1,WP_202283380.1	10213	14078	3870	1222	NZ_JADNQL010000012.1		GCF_016758415.1	1396
978	WP_202294123.1,WP_070172312.1	55904	59769	3870	1222	NZ_JADNQD010000016.1		GCF_016758535.1	1396
979	WP_202321739.1,WP_000192967.1	16721	20586	3870	1222	NZ_JADNPW010000009.1		GCF_016758645.1	1396
980	WP_233723801.1,WP_158318025.1	401089	404954	3870	1222	NZ_JAJUXD010000002.1		GCF_021390375.1	1396
981	WP_000192965.1,WP_000067632.1	57815	61680	3870	1222	NZ_JAGJDH010000003.1		GCF_017813795.1	1392
982	WP_000192965.1,WP_000067632.1	69776	73641	3870	1222	NZ_JAGJDJ010000010.1		GCF_017813805.1	1392
983	WP_000067632.1,WP_000192965.1	17207	21072	3870	1222	NZ_JAGJCZ010000015.1		GCF_017813815.1	1392
984	WP_000105762.1,WP_000193004.1	1459767	1463632	3870	1222	NZ_CP083749.1		GCF_020149975.1	2874284
985	WP_061183172.1,WP_062821891.1	3871084	3874949	3870	1222	NZ_CP086328.1		GCF_020861345.1	2026187
986	WP_000105762.1,WP_000193004.1	111948	115813	3870	1222	NZ_JAJAQE010000005.1		GCF_020523635.1	2026188
987	WP_000193004.1,WP_226640030.1	306157	310022	3870	1222	NZ_JAIWKC010000006.1		GCF_020524665.1	2026188
988	WP_000192972.1,WP_000067623.1	109994	113859	3870	1222	NZ_JAJJWR010000005.1		GCF_021654055.1	2026186
989	WP_236807173.1,WP_236807175.1	1245782	1249647	3870	1222	NZ_AP022877.1		GCF_021654915.1	1396
990	WP_000192959.1,WP_000067620.1	44754	48619	3870	1222	NZ_LEBY01000008.1		GCF_019797705.1	2026186
991	WP_098101837.1,WP_098101835.1	373877	377742	3870	1222	NZ_JADAXF010000002.1		GCF_019837435.1	2778092
992	WP_088048344.1,WP_088048343.1	655684	659549	3870	1222	NZ_JADAXG010000002.1		GCF_019837545.1	2778093
993	WP_000192965.1,WP_000067632.1	1220075	1223940	3870	1222	NZ_CP091762.1		GCF_022014755.1	1392
994	WP_000192965.1,WP_000067632.1	1220075	1223940	3870	1222	NZ_CP091765.1		GCF_022014775.1	1392
995	WP_000192965.1,WP_000067632.1	1219320	1223185	3870	1222	NZ_CP091767.1		GCF_022014795.1	1392
996	WP_029437891.1,WP_029437892.1	1215795	1219660	3870	1222	NZ_CP051013.1		GCF_018141085.1	2026188
997	WP_000192965.1,WP_000067631.1	686615	690480	3870	1222	NZ_CP089993.1		GCF_021390035.1	1392
998	WP_236797652.1,WP_236797653.1	1260448	1264313	3870	1222	NZ_AP022886.1		GCF_021654935.1	1396
999	WP_000067632.1,WP_000192965.1	111436	115301	3870	1222	NZ_RDFB01000003.1		GCF_022059355.1	1392
1000	WP_000192965.1,WP_000067632.1	1219654	1223519	3870	1222	NZ_CP076138.1		GCF_022220505.1	1392
1001	WP_000192965.1,WP_000067632.1	1219650	1223515	3870	1222	NZ_CP076141.1		GCF_022220525.1	1392
1002	WP_000192965.1,WP_000067632.1	1219683	1223548	3870	1222	NZ_CP076144.1		GCF_022220545.1	1392
1003	WP_000192965.1,WP_000067632.1	1219691	1223556	3870	1222	NZ_CP076146.1		GCF_022220565.1	1392
1004	WP_000192965.1,WP_000067632.1	1219612	1223477	3870	1222	NZ_CP076148.1		GCF_022220585.1	1392
1005	WP_000192965.1,WP_000067632.1	1219611	1223476	3870	1222	NZ_CP076151.1		GCF_022220605.1	1392
1006	WP_000192965.1,WP_000067632.1	1219611	1223476	3870	1222	NZ_CP076154.1		GCF_022220625.1	1392
1007	WP_000192965.1,WP_000067632.1	1219695	1223560	3870	1222	NZ_CP076157.1		GCF_022220645.1	1392
1008	WP_000192965.1,WP_000067632.1	1219669	1223534	3870	1222	NZ_CP076160.1		GCF_022220665.1	1392
1009	WP_000192965.1,WP_000067631.1	1205575	1209440	3870	1222	NZ_CP076728.1		GCF_022220685.1	1392
1010	WP_000192965.1,WP_000067632.1	1219611	1223476	3870	1222	NZ_CP076163.1		GCF_022220905.1	1392
